Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--6232,2020/08/11,12:18 PM,BANK ST @ HUNT CLUB RD (0002119),2119,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371608.7314,5024096.518,45.35363107,-75.64733065,5552
20--6233,2020/08/11,12:30 PM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),2127,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363298.6886,5029453.57,45.40257558,-75.75274606,5553
20--6234,2020/08/11,4:23 PM,HUNTER'S RUN DR @ JEANNE D'ARC BLVD (0012419),12419,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,380567.7467,5036174.572,45.46139014,-75.53114745,5554
20--6235,2020/08/11,4:53 PM,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R (0002256),2256,03 - At intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,373364.7304,5029424.538,45.40140085,-75.62418191,5555
20--6236,2020/08/11,5:13 PM,MERIVALE RD @ WOODFIELD DR/ROYDON PL (0009776),9776,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365462.7021,5022298.506,45.33801145,-75.72598442,5556
20--6237,2020/08/11,5:50 PM,HIGHWAY 417 btwn HWY417 IC144 RAMP35 & HWY417 IC144 RAMP25 (__3ZA2QT),__3ZA2QT,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,347438.56,5015844.721,45.28126509,-75.95650314,5557
20--6238,2020/08/11,6:45 PM,MOODIE DR @ HWY 417 MOODIE IC134R63 (0000649),649,03 - At intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,356389.6459,5022479.502,45.34036589,-75.84172333,5558
20--6239,2020/08/11,6:52 AM,SOMERSET ST @ RUSSELL AVE (0008452),8452,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,1,0,0,02 - Minor,1,,1,,,369256.7153,5031856.229,45.42367062,-75.6763324,5559
20--624,2020/01/15,3:20 PM,HIGHWAY 417 btwn HWY417 IC117 RAMP25 & HWY417 IC115 RAMP51 (__3ZA2R3),__3ZA2R3,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,371679.9492,5031413.736,45.41946178,-75.6454303,5560
20--6240,2020/08/11,6:57 AM,JEANNE D'ARC BLVD btwn WILLOW AVE & VINETTE CRES (__3ZA7K5),__3ZA7K5,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,381668.5298,5038854.663,45.48538307,-75.51665436,5561
20--6241,2020/08/11,7:43 PM,STALWART CRES E @ WHITE ALDER AVE (0014154),14154,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,375560.514,5020782.201,45.32342264,-75.59737475,5562
20--6242,2020/08/11,8:08 PM,HIGHWAY 17 btwn Continuation of HIGHWAY 17 & THOMAS ELLIOT RD (__3ZA2LB),__3ZA2LB,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,319653.1979,5031539.753,45.4236349,-76.31019689,5563
20--6243,2020/08/11,8:14 PM,KENT ST @ QUEEN ST (0003137),3137,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367179.6899,5031386.585,45.41963321,-75.70293075,5564
20--6244,2020/08/12,1:34 PM,STITTSVILLE MAIN ST @ HAZELDEAN RD (0000050),50,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,349558.4034,5014878.721,45.27244092,-75.92957075,5565
20--6245,2020/08/12,10:42 PM,BASELINE RD @ CLYDE AVE (0002343),2343,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,364358.7008,5024890.688,45.36143017,-75.73975728,5566
20--6246,2020/08/12,Unknown,WELLINGTON ST    W btwn JULIAN AVE & CAROLINE AVE (__3ZA4PG),__3ZA4PG,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,364716.2251,5029079.374,45.39908875,-75.73468572,5567
20--6247,2020/08/12,2:20 PM,OLD TENTH LINE RD @ TENTH LINE RD (0009223),9223,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383042.0074,5038358.963,45.48077062,-75.49916571,5568
20--6248,2020/08/12,3:21 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,365132.5124,5028676.897,45.3954316,-75.72941816,5569
20--6249,2020/08/12,3:28 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365128.3633,5028669.925,45.39536923,-75.729472,5570
20--625,2020/01/15,3:30 PM,PRINCE OF WALES DR btwn WINDING WAY & MERIVALE RD (__3ZA26F),__3ZA26F,01 - Non intersection,02 - Non-fatal injury,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,2,2,,,,367450.6634,5017518.101,45.29482338,-75.70122637,5571
20--6250,2020/08/12,5:05 PM,BOUNDARY RD @ MITCH OWENS RD (0001708),1708,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,388065.8332,5022162.471,45.33446924,-75.4376495,5572
20--6251,2020/08/12,5:26 PM,BANK ST @ MITCH OWENS RD (0001640),1640,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377758.7634,5015947.465,45.27969678,-75.5700489,5573
20--6252,2020/08/12,5:45 PM,BOUNDARY RD btwn PANA RD & PRESCOTT/RUSSELL RT 100 (__3ZA3X3),__3ZA3X3,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,390180.65,5016511.515,45.28337284,-75.41164591,5574
20--6253,2020/08/12,5:53 PM,BLAKE BLVD btwn LACASSE AVE & LAFONTAINE AVE (__3ZA7DW),__3ZA7DW,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,370821.4384,5033022.873,45.43402165,-75.65618316,5575
20--6254,2020/08/12,8:27 AM,BANK ST @ RIVERSIDE DR N (0010778),10778,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369225.7194,5027983.2,45.3888253,-75.67723452,5576
20--6255,2020/08/13,10:30 PM,REGIONAL ROAD 174 btwn OR174 IC109 RAMP56 & OR174 IC109 RAMP86 (__3ZA28W),__3ZA28W,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,376469.0265,5035026.797,45.4514957,-75.58371869,5577
20--6256,2020/08/13,10:40 PM,HWY417 IC130 RAMP35 btwn HIGHWAY 417 & RICHMOND RD (__3ZAY6L),__3ZAY6L,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,03 - Major,2,,1,1,,358987.6678,5022957.33,45.34446954,-75.80852296,5578
20--6257,2020/08/13,10:53 PM,SIXTH LINE RD btwn BERRY SIDE RD & RIDDELL DR (__3ZBPHD),__3ZBPHD,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,350145.7427,5029134.333,45.40067863,-75.92077939,5579
20--6258,2020/08/13,11:17 AM,AIRPORT PKWY @ WALKLEY RD SB RAMP (0011347),11347,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370148.1807,5025414.607,45.36562848,-75.66579515,5580
20--6259,2020/08/13,11:45 AM,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD (0012475),12475,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,382637.7874,5035567.436,45.45570009,-75.50477764,5581
20--626,2020/01/15,3:31 PM,MAITLAND AVE/HWY 417 MAITLAND IC126R53 @ HWY 4 (0008229),8229,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,363229.6765,5025774.526,45.36947785,-75.75406306,5582
20--6260,2020/08/13,Unknown,VALMARIE AVE btwn MEADOWLANDS DR & NORMANDY CRES (__3ZAANW),__3ZAANW,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,366799.1706,5025137.445,45.36343886,-75.70857764,5583
20--6261,2020/08/13,Unknown,HIGHMONT CRT btwn GOLDRIDGE DR & KANATA AVE (__3ZBPJA),__3ZBPJA,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,350350.6577,5019539.657,45.31433054,-75.91904621,5584
20--6262,2020/08/13,12:05 AM,REGIONAL ROAD 174 EB btwn HWY417 IC113 RAMP65 & OR174 BLAIR IC112 RAMP51 (__3ZAZFJ),__3ZAZFJ,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,374614.149,5032683.611,45.4306008,-75.60776257,5585
20--583,2020/01/14,4:31 PM,ABBOTT ST @ SHEA RD (0010341),10341,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,351158.2804,5014146.605,45.26574945,-75.90925032,5586
20--5753,2020/07/23,1:34 PM,MACKENZIE KING BR/WALLER ST @ NICHOLAS ST/WALL (0011251),11251,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368372.1457,5031992.637,45.42497892,-75.68761722,5587
20--5574,2020/07/15,5:38 PM,MAITLAND AVE btwn TARA DR & ERINDALE DR (__3ZA4I7),__3ZA4I7,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,363651.7887,5025244.633,45.36467463,-75.74873779,5588
20--6025,2020/08/03,11:20 AM,CARLING AVE @ 640 W OF RANGE RD/D.N.D. ENTRANC (0004603),4603,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,353356.0954,5022978.248,45.3450702,-75.88037971,5589
20--6113,2020/08/06,4:27 PM,REGIONAL ROAD 174 btwn OR174 IC102 RAMP51 & REGIONAL ROAD 174 (__3ZA1I7),__3ZA1I7,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,1,0,01 - Minimal,1,1,,,,381558.6656,5038217.742,45.47966469,-75.51815915,5590
20--6026,2020/08/03,Unknown,MEANDERING BROOK DR btwn HIDDEN MEADOW AVE & EMERALD POND PRIV (__589XKI),__589XKI,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,373030.1743,5022947.041,45.34315164,-75.62934967,5591
20--5927,2020/07/29,8:54 AM,BANK ST @ RIVERSIDE DR N (0010778),10778,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369225.7209,5027983.544,45.3888284,-75.67723446,5592
20--5754,2020/07/23,1:43 PM,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD (__3ZA4SE),__3ZA4SE,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370715.4617,5030688.185,45.4130251,-75.6578499,5593
20--5928,2020/07/29,9:47 PM,AVE. DU PERE CHARLEBOIS AVE btwn DONALD ST & AVE. MONSEIGNEUR LEMIEUX  (__3ZA8ZV),__3ZA8ZV,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,371184.6727,5032315.921,45.42762642,-75.6516365,5594
20--5575,2020/07/15,6:02 PM,ST. LAURENT BLVD/DUNBARTON CRT @ BRITTANY DR (0007139),7139,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371331.7121,5034336.595,45.44579355,-75.64948451,5595
20--6114,2020/08/06,4:28 PM,CLOVER ST @ HERON RD (0006837),6837,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,369292.0988,5026764.191,45.37785093,-75.67654615,5596
20--6027,2020/08/03,2:41 PM,250 N OF BRIAN COBURN BLVD @ TENTH LINE RD (0016461),16461,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,384329.7656,5035258.569,45.45273066,-75.48319759,5597
20--5755,2020/07/23,10:03 PM,HWY416 IC57 RAMP62 btwn HIGHWAY 416 & BANKFIELD RD (__3ZAY74),__3ZAY74,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,364850.9231,5008144.392,45.21070553,-75.73550162,5598
20--6115,2020/08/06,4:40 AM,INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD (0002203),2203,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,373099.7286,5030005.556,45.40665448,-75.62748606,5599
20--5929,2020/07/29,9:55 PM,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD (0002641),2641,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362942.701,5026488.527,45.37592622,-75.75764235,5600
20--5576,2020/07/15,6:09 PM,FROBISHER LANE W @ RIVERSIDE DR (0011961),11961,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370118.7191,5029601.221,45.40330096,-75.66561721,5601
20--6028,2020/08/03,3:20 PM,HUNT CLUB RD @ RIVERSIDE DR (0002237),2237,02 - Intersection related,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,368037.3274,5021945.158,45.33460476,-75.69318228,5602
20--5756,2020/07/23,11:24 PM,HUNTLEY RD btwn GARVIN RD & MOORE ST (__4QEXEK),__4QEXEK,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,356200.9651,5007142.304,45.20237244,-75.84571837,5603
20--6116,2020/08/06,5:10 PM,RICHMOND RD @ LYNHAR RD/STAFFORD RD (0000155),155,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,358137.6625,5021086.476,45.32770063,-75.81957057,5604
20--593,2020/01/14,6:43 PM,CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36 (0002254),2254,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367747.7045,5030092.56,45.40793911,-75.69583882,5605
20--5930,2020/07/30,1:43 AM,BRANT ST btwn FULLERTON AVE & DONALD ST (__3ZA81P),__3ZA81P,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,371306.8024,5032431.704,45.42865659,-75.65006028,5606
20--5931,2020/07/30,11:03 AM,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR (0000114),114,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365235.698,5021732.494,45.33293813,-75.7289497,5607
20--5932,2020/07/30,11:13 AM,AVIATION PKWY @ MONTREAL RD (0008799),8799,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,372146.7155,5034108.578,45.44366392,-75.63909821,5608
20--5933,2020/07/30,11:35 AM,HIGHWAY 417 btwn HWY417 IC122 RAMP51 & HWY417 IC122 RAMP15 (__3ZA2R0),__3ZA2R0,01 - Non intersection,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,365535.0477,5029011.5,45.39840749,-75.72423615,5609
20--5934,2020/07/30,11:40 AM,HIGHWAY 417 btwn HWY417 IC163 RAMP16 & HWY417 IC169 RAMP61 (__5SPO79),__5SPO79,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,330382.439,5021742.939,45.33516837,-76.17360157,5610
20--5935,2020/07/30,11:42 AM,NAVAN RD btwn RENAUD RD & MER BLEUE RD (__3ZA3Y1),__3ZA3Y1,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,381898.4485,5032720.395,45.43016668,-75.51467534,5611
20--5936,2020/07/30,Unknown,EDGECLIFFE AVE btwn CALDWELL AVE & CAVAN ST (__3ZA14C),__3ZA14C,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,364474.9955,5026344.6,45.37450236,-75.73809734,5612
20--5937,2020/07/30,Unknown,SADDLE CRES btwn ESSON ST & TO BE DETERMINED (__3ZA46O),__3ZA46O,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,374643.2609,5026085.084,45.37122765,-75.608325,5613
20--5938,2020/07/30,12:18 PM,MALAKOFF RD btwn PROVEN LINE RD & ROGER STEVENS DR (__3ZABAL),__3ZABAL,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,08 - Loose sand or gravel,10 - No control,,1,0,1,0,02 - Minor,1,,1,,,361557.1499,4996871.709,45.109544,-75.77871168,5614
20--5939,2020/07/30,12:23 PM,CHESTERTON DR @ MEADOWLANDS DR (0001110),1110,03 - At intersection,02 - Non-fatal injury,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,365101.7139,5024009.499,45.35343785,-75.73038137,5615
20--594,2020/01/14,6:47 AM,DUNROBIN RD btwn LILLIAN WAY & HARWOOD LANE (__3ZBOB6),__3ZBOB6,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,345724.4227,5027730.247,45.38831676,-75.97736879,5616
20--5940,2020/07/30,2:57 PM,HERON RD btwn SANDALWOOD DR & JEFFERSON ST (__3ZA3AG),__3ZA3AG,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,371808.4627,5027052.494,45.38020883,-75.6443809,5617
20--5941,2020/07/30,3:50 PM,ROGER STEVENS DR btwn DWYER HILL RD & MALAKOFF RD (__3ZA4ZQ),__3ZA4ZQ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,356309.2494,4991012.374,45.05722046,-75.84600099,5618
20--5942,2020/07/30,3:53 PM,GLADSTONE AVE @ PERCY ST (0007203),7203,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,1,0,0,01 - Minimal,1,1,,,,367328.7117,5030206.572,45.40900251,-75.70117649,5619
20--5943,2020/07/30,3:55 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,365030.1259,5028499.691,45.39384596,-75.73074738,5620
20--5944,2020/07/30,4:00 PM,PRINCE OF WALES DR btwn BASELINE RD/HERON RD & GREEN VALLEY CRES (__3ZA3G7),__3ZA3G7,01 - Non intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,1,0,01 - Minimal,1,1,,,,366949.4359,5026623.048,45.37679268,-75.70647278,5621
20--5945,2020/07/30,4:10 PM,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51 (__3ZA20L),__3ZA20L,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,349505.1969,5017715.381,45.2979695,-75.92999323,5622
20--5946,2020/07/30,4:26 PM,BASELINE RD @ CORDOVA ST (0003208),3208,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363593.6781,5024409.532,45.35716536,-75.74957887,5623
20--5947,2020/07/30,4:41 PM,HOLLAND AVE @ TYNDALL ST (0006087),6087,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365031.6954,5028917.564,45.39760575,-75.73067631,5624
20--5948,2020/07/30,5:33 AM,STONECREST RD btwn DUNHAVEN DR & THOMAS A. DOLAN PKWY (__3ZAC8O),__3ZAC8O,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,338916.6109,5028890.588,45.39912262,-76.06422591,5625
20--5949,2020/07/30,5:40 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365159.756,5028712.291,45.39574772,-75.7290659,5626
20--595,2020/01/14,6:58 AM,PINECREST RD @ BASELINE RD (0002657),2657,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,360782.6794,5022694.505,45.34196368,-75.78564872,5627
20--5950,2020/07/30,8:20 PM,ST. JOSEPH BLVD btwn FIRST AVE & TAYLOR CREEK DR (__3ZA25H),__3ZA25H,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,1,0,01 - Minimal,1,1,,,,383707.6406,5039081.713,45.48719833,-75.49053643,5628
20--5951,2020/07/30,9:30 AM,HUNTMAR DR btwn BRADLEY SIDE RD & RICHARDSON SIDE RD (__3ZACWB),__3ZACWB,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,348108.876,5019096.426,45.31048406,-75.9476753,5629
20--5952,2020/07/31,1:03 PM,RUSSELL RD S @ ST. LAURENT BLVD (0007734),7734,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,373569.7381,5029260.553,45.39990528,-75.6215864,5630
20--5953,2020/07/31,1:15 PM,ANDRE AUDET AVE btwn DES SOLDATS-RIENDEAU ST & PONDHAWK WAY S/SWITCH GRASS CRES S (__8A9OLC),__8A9OLC,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,364993.408,5011929.9,45.2447556,-75.73322999,5631
20--5954,2020/07/31,1:49 PM,TERRY FOX DR btwn TERRY FOX DR & EAGLESON RD (__51NPEM),__51NPEM,01 - Non intersection,02 - Non-fatal injury,01 - Approaching,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,01 - Minimal,2,2,,,,354883.118,5014595.359,45.26953209,-75.86174182,5632
